Time,Lap,SectorName,angular velosity,Distance,Corr Dist,Corr Dist (Unstretched),Corr Lap Dist,Corr Speed,Calc Outing Time,Calc Lap Time,Damper Vel FL,Damper Vel FR,Damper Vel RL,Damper Vel RR,glat,glong,Oversteer,steered angle,is1st,is2nd,is3rd,is4th,is5th,is6th,is2ndWOT,is3rdWOT,isWOT,abs glong,abs glat,abs Steerangle,abs ROTY ,understeer,oversteer,lane deviation,steering reversal rate per lap,steering reversal rate per sector,LAP_BEACON,G_LAT,ROTY,STEERANGLE,SPEED,THROTTLE,BRAKE,GEAR,G_LON,CLUTCH,RPMS,TC,ABS,SUS_TRAVEL_LF,SUS_TRAVEL_RF,SUS_TRAVEL_LR,SUS_TRAVEL_RR,BRAKE_TEMP_LF,BRAKE_TEMP_RF,BRAKE_TEMP_LR,BRAKE_TEMP_RR,TYRE_PRESS_LF,TYRE_PRESS_RF,TYRE_PRESS_LR,TYRE_PRESS_RR,TYRE_TAIR_LF,TYRE_TAIR_RF,TYRE_TAIR_LR,TYRE_TAIR_RR,WHEEL_SPEED_LF,WHEEL_SPEED_RF,WHEEL_SPEED_LR,WHEEL_SPEED_RR,BUMPSTOPUP_RIDE_LF,BUMPSTOPUP_RIDE_RF,BUMPSTOPUP_RIDE_LR,BUMPSTOPUP_RIDE_RR,BUMPSTOPDN_RIDE_LF,BUMPSTOPDN_RIDE_RF,BUMPSTOPDN_RIDE_LR,BUMPSTOPDN_RIDE_RR,BUMPSTOP_FORCE_LF,BUMPSTOP_FORCE_RF,BUMPSTOP_FORCE_LR,BUMPSTOP_FORCE_RR,EN_ET,EN_TL,EN_TD,EN_TB
23.02,Lap 1,Str 0-1 (End),16.66666603088379,103.66666666666667,103.66666666666667,103.66666666666667,1.0,49.4,23.02,0.073,-4.0,3.633333333333333,1.5333333333333332,-2.1333333333333333,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.57,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.02,0.3333333333333333,49.4,100.0,0.0,1.0,0.0,0.0,3213.0,0.0,0.0,8.0,8.0,10.0,9.0,28.0,28.0,28.0,28.0,26.0,26.0,25.0,25.0,70.0,70.0,70.0,70.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
23.090000000000003,Lap 1,Str 0-1 (End),12.5,104.5,104.5,104.5,2.0,49.4,23.090000000000003,0.14300000000000002,-5.6,1.5,0.8,-3.375,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,1.5324999999999998,0.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.28250000000000003,1.5,49.4,100.0,0.0,1.0,0.0,0.0,3213.0,0.0,0.0,8.0,8.0,10.0,9.0,28.0,28.0,28.0,28.0,26.0,26.0,25.0,25.0,70.0,70.0,70.0,70.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
23.169999999999998,Lap 1,Str 0-1 (End),0.0,105.75,105.75,105.75,3.0,49.4,23.169999999999998,0.223,-1.825,2.5,2.4749999999999996,0.9500000000000001,0.0125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0125,1.9049999999999998,0.4675,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.475,2.0,49.4,100.0,0.0,1.0,0.0,0.0,3212.0,0.0,0.0,8.0,8.0,10.0,9.0,28.0,28.0,28.0,28.0,26.0,26.0,25.0,25.0,70.0,70.0,70.0,70.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
23.24,Lap 1,Str 0-1 (End),0.0,106.66666666666667,106.66666666666667,106.66666666666667,4.0,49.4,23.24,0.293,2.8666666666666667,0.3,0.33333333333333326,1.6666666666666667,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,1.8866666666666667,0.5033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.5,2.0,49.4,100.0,0.0,1.0,0.0,0.0,3212.0,0.0,0.0,8.0,8.666666666666666,10.0,9.0,28.0,28.0,28.0,28.0,26.0,26.0,25.0,25.0,70.0,70.0,70.0,70.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
23.310000000000002,Lap 1,Str 0-1 (End),0.0,107.5,107.5,107.5,5.0,49.4,23.310000000000002,0.363,3.4250000000000003,-9.75,-10.850000000000001,7.3,0.0075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0075,2.0774999999999997,0.5475,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.5425,2.0,49.4,100.0,0.0,1.0,0.0,0.0,3212.25,0.0,0.0,8.0,8.0,9.75,9.0,28.0,28.0,28.0,28.0,26.0,26.0,25.0,25.0,70.0,70.0,70.0,70.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
23.389999999999997,Lap 1,Str 0-1 (End),25.0,108.75,108.75,108.75,6.0,49.4,23.389999999999997,0.44299999999999995,1.175,-13.225,-15.0,15.174999999999999,0.015,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.015,3.2500000000000004,0.6525,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.6475000000000001,3.25,49.4,100.0,0.0,1.0,0.0,0.0,3213.75,0.0,0.0,8.0,7.25,8.5,10.5,28.0,28.0,28.0,28.0,26.0,26.0,25.0,25.0,70.0,70.0,70.0,70.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
23.460000000000004,Lap 1,Str 0-1 (End),16.66666603088379,109.66666666666667,109.66666666666667,109.66666666666667,7.0,49.4,23.460000000000004,0.513,6.466666666666666,-7.3999999999999995,-7.566666666666667,6.066666666666666,0.02,-0.013333333333333334,-0.006666666666666667,0.01,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.013333333333333334,0.02,4.523333333333333,0.7799999999999999,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.02,0.8033333333333333,4.666666666666667,49.4,100.0,0.0,1.3333333333333333,0.0,0.0,3162.6666666666665,0.0,0.0,8.0,6.333333333333333,8.0,11.0,28.0,28.0,28.0,28.0,26.0,26.0,25.0,25.0,70.0,70.0,70.0,70.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.0,1.0,2.0
23.53,Lap 1,Str 0-1 (End),25.0,110.75,110.75,110.75,8.0,49.5,23.53,0.583,-9.025,-3.0749999999999997,13.575,-4.725,0.03,0.26,-0.11000000000000001,0.01,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3125,0.03,5.8525,1.1875,0.11000000000000001,0.0,0.0,0.0,0.0,0.0,0.025,1.1400000000000001,6.0,49.5,100.0,0.0,2.0,0.0,0.0,3065.75,0.0,0.0,8.75,6.0,8.0,11.0,28.0,28.0,28.0,28.0,26.0,26.0,25.0,25.0,70.0,70.0,70.0,70.0,14.0,14.0,14.75,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0
23.599999999999998,Lap 1,Str 0-1 (End),16.66666603088379,111.66666666666667,111.66666666666667,111.66666666666667,9.0,50.833333333333336,23.599999999999998,0.653,-65.36666666666666,-44.26666666666666,40.76666666666667,25.066666666666663,0.04,0.7433333333333333,-0.22,0.01,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7433333333333333,0.04,7.206666666666667,1.8133333333333332,0.22,0.0,0.0,0.0,0.0,0.0,0.04,1.92,7.333333333333333,50.866666666666674,100.0,0.0,2.0,1.0,0.0,2364.0,0.0,0.0,5.666666666666667,4.333333333333333,10.0,11.333333333333334,28.0,28.0,28.0,28.0,26.0,26.0,25.0,25.0,70.0,70.0,70.0,70.0,14.0,14.0,15.0,14.666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,5.666666666666667,0.0,0.0,1.3333333333333333,2.0,1.0,2.0
23.669999999999998,Lap 1,Str 0-1 (End),0.0,112.5,112.5,112.5,10.0,51.9,23.669999999999998,0.723,1.1499999999999995,15.3,-7.549999999999999,-13.024999999999999,0.055,0.445,-0.3325,0.01,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.445,0.055,8.0975,1.785,0.3325,0.0,0.0,0.0,0.0,0.0,0.060000000000000005,1.785,8.0,51.925,100.0,0.0,2.0,0.0,0.0,2656.75,0.0,0.0,3.25,3.5,11.0,12.0,28.0,28.0,28.0,28.0,26.0,26.0,25.0,25.0,70.0,70.0,70.0,70.0,14.0,14.25,15.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.5,13.25,0.0,0.0,6.5,1.25,0.25,2.0
